Query_def	Query_len	Subject_id	Subject_def	Subject_accession	Subject_Len	WeightCoverage	Subject_Min_evalue	Subject_Mean_evalue	Subject_Max_evalue	Query_Start	Query_End	Subject_Start	Subject_End	Min_Identity	Max_Identity	Min_BitScore	Max_BitScore	Query_NonOverlapped_Hsp_Num	Subject_NonOverlapped_Hsp_Num
OLB69776.1	719	ref|WP_092038226.1|	alkaline phosphatase [Methylobacterium pseudosasicola] 	WP_092038226	523	0.988527724665392	0.0	0.0	4.9E-324	8	523	4	520	0.694980694980695	0.694980694980695	754.592	754.592	1	1
OLB69776.1	719	ref|WP_111473503.1|	alkaline phosphatase [Methylobacterium sp. XJLW] 	WP_111473503	523	0.9904397705544933	0.0	0.0	4.9E-324	7	523	3	520	0.6917148362235067	0.6917148362235067	754.592	754.592	1	1
OLB69776.1	719	ref|WP_043355355.1|	MULTISPECIES: alkaline phosphatase [Methylobacterium] 	WP_043355355	523	0.9904397705544933	0.0	0.0	4.9E-324	7	523	3	520	0.6917148362235067	0.6917148362235067	754.592	754.592	1	1
OLB69776.1	719	ref|WP_127992227.1|	alkaline phosphatase [Methylobacterium radiotolerans] 	WP_127992227	523	0.9904397705544933	0.0	0.0	4.9E-324	7	523	3	520	0.6936416184971098	0.6936416184971098	754.592	754.592	1	1
OLB69776.1	719	ref|WP_058191548.1|	alkaline phosphatase [Methylobacterium sp. GXS13] 	WP_058191548	523	0.9904397705544933	0.0	0.0	4.9E-324	7	523	3	520	0.6897880539499036	0.6897880539499036	753.051	753.051	1	1
OLB69776.1	719	ref|WP_091784545.1|	alkaline phosphatase [Methylobacterium sp. UNC378MF] 	WP_091784545	523	0.9904397705544933	0.0	0.0	4.9E-324	7	523	3	520	0.6897880539499036	0.6897880539499036	752.666	752.666	1	1
OLB69776.1	719	ref|WP_147897260.1|	alkaline phosphatase [Methylobacterium sp. WL7] 	WP_147897260	523	0.9904397705544933	0.0	0.0	4.9E-324	7	523	3	520	0.6897880539499036	0.6897880539499036	752.281	752.281	1	1
OLB69776.1	719	ref|WP_149312014.1|	alkaline phosphatase [Methylobacterium sp. P1-11] 	WP_149312014	523	0.9904397705544933	0.0	0.0	4.9E-324	7	523	3	520	0.6878612716763006	0.6878612716763006	749.969	749.969	1	1
OLB69776.1	719	gb|MWV24947.1|	alkaline phosphatase [Methylobacterium sp. 2A]	MWV24947	522	0.9942528735632183	0.0	0.0	4.9E-324	5	523	1	519	0.6890595009596929	0.6890595009596929	749.584	749.584	1	1
OLB69776.1	719	ref|WP_091718159.1|	alkaline phosphatase [Methylobacterium phyllostachyos] 	WP_091718159	522	0.9942528735632183	0.0	0.0	4.9E-324	5	523	1	519	0.6852207293666027	0.6852207293666027	748.429	748.429	1	1
OLB69776.1	719	ref|WP_094407968.1|	alkaline phosphatase [Elstera cyanobacteriorum] 	WP_094407968	524	0.9885496183206107	0.0	0.0	4.9E-324	10	524	5	522	0.6776061776061776	0.6776061776061776	743.036	743.036	1	1
OLB69776.1	719	ref|WP_150964741.1|	alkaline phosphatase [Methylobacterium sp. YIM 132548] 	WP_150964741	529	0.9848771266540642	0.0	0.0	4.9E-324	4	523	6	526	0.6819923371647509	0.6819923371647509	741.11	741.11	1	1
OLB69776.1	719	ref|WP_147852853.1|	alkaline phosphatase [Methylobacterium sp. WL18] 	WP_147852853	516	0.9651162790697675	0.0	0.0	4.9E-324	25	523	16	513	0.6986027944111777	0.6986027944111777	738.799	738.799	1	1
OLB69776.1	719	ref|WP_020174683.1|	hypothetical protein [Methyloferula stellata]	WP_020174683	531	0.9792843691148776	0.0	0.0	4.9E-324	10	526	12	531	0.6634615384615384	0.6634615384615384	738.413	738.413	1	1
OLB69776.1	719	ref|WP_108040874.1|	MULTISPECIES: alkaline phosphatase [unclassified Methylobacterium] 	WP_108040874	529	0.9886578449905482	0.0	0.0	4.9E-324	2	523	4	526	0.6736641221374046	0.6736641221374046	734.561	734.561	1	1
OLB69776.1	719	ref|WP_056216485.1|	alkaline phosphatase [Methylobacterium sp. Leaf94] 	WP_056216485	529	0.9886578449905482	0.0	0.0	4.9E-324	2	523	4	526	0.6755725190839694	0.6755725190839694	732.25	732.25	1	1
OLB69776.1	719	ref|WP_056492237.1|	alkaline phosphatase [Methylobacterium sp. Leaf111] 	WP_056492237	529	0.9886578449905482	0.0	0.0	4.9E-324	2	523	4	526	0.6736641221374046	0.6736641221374046	732.25	732.25	1	1
OLB69776.1	719	ref|WP_147828693.1|	alkaline phosphatase [Methylobacterium sp. WL8] 	WP_147828693	523	0.9923518164435946	0.0	0.0	4.9E-324	7	523	2	520	0.6782273603082851	0.6782273603082851	732.25	732.25	1	1
OLB69776.1	719	ref|WP_056271941.1|	alkaline phosphatase [Methylobacterium sp. Leaf88] 	WP_056271941	529	0.9886578449905482	0.0	0.0	4.9E-324	2	523	4	526	0.6755725190839694	0.6755725190839694	731.865	731.865	1	1
OLB69776.1	719	ref|WP_056380946.1|	alkaline phosphatase [Methylobacterium sp. Leaf465] 	WP_056380946	529	0.9886578449905482	0.0	0.0	4.9E-324	2	523	4	526	0.6736641221374046	0.6736641221374046	731.48	731.48	1	1
OLB69776.1	719	ref|WP_147754381.1|	alkaline phosphatase [Methylobacterium sp. WL120] 	WP_147754381	523	0.9961759082217974	0.0	0.0	4.9E-324	7	525	2	522	0.6737044145873321	0.6737044145873321	731.48	731.48	1	1
OLB69776.1	719	ref|WP_147728266.1|	alkaline phosphatase [Methylobacterium sp. WL116] 	WP_147728266	523	0.9923518164435946	0.0	0.0	4.9E-324	7	523	2	520	0.6763005780346821	0.6763005780346821	731.095	731.095	1	1
OLB69776.1	719	ref|WP_056348716.1|	alkaline phosphatase [Methylobacterium sp. Leaf89] 	WP_056348716	529	0.9697542533081286	0.0	0.0	4.9E-324	12	523	14	526	0.6848249027237354	0.6848249027237354	730.324	730.324	1	1
OLB69776.1	719	ref|WP_147762365.1|	alkaline phosphatase [Methylobacterium sp. WL12] 	WP_147762365	523	0.9961759082217974	0.0	0.0	4.9E-324	7	525	2	522	0.6756238003838771	0.6756238003838771	730.324	730.324	1	1
OLB69776.1	719	ref|WP_147860189.1|	MULTISPECIES: alkaline phosphatase [unclassified Methylobacterium] 	WP_147860189	523	0.9923518164435946	0.0	0.0	4.9E-324	7	523	2	520	0.6763005780346821	0.6763005780346821	730.324	730.324	1	1
OLB69776.1	719	gb|TMK19894.1|	alkaline phosphatase [Alphaproteobacteria bacterium]	TMK19894	524	0.9599236641221374	0.0	0.0	4.9E-324	7	525	10	512	0.6819923371647509	0.6819923371647509	730.324	730.324	1	1
OLB69776.1	719	gb|TMJ84445.1|	alkaline phosphatase [Alphaproteobacteria bacterium]	TMJ84445	524	0.9599236641221374	0.0	0.0	4.9E-324	7	525	10	512	0.6800766283524904	0.6800766283524904	729.939	729.939	1	1
OLB69776.1	719	gb|OLB69488.1|	alkaline phosphatase [Alphaproteobacteria bacterium 13_2_20CM_2_64_7]	OLB69488	524	0.9599236641221374	0.0	0.0	4.9E-324	7	525	10	512	0.6781609195402298	0.6781609195402298	728.013	728.013	1	1
OLB69776.1	719	ref|WP_055949663.1|	alkaline phosphatase [Methylobacterium sp. Leaf125] 	WP_055949663	528	0.9791666666666666	0.0	0.0	4.9E-324	7	523	9	525	0.6705202312138728	0.6705202312138728	725.702	725.702	1	1
OLB69776.1	719	gb|RTL70978.1|	alkaline phosphatase [Rhizobiales bacterium]	RTL70978	529	0.9395085066162571	0.0	0.0	4.9E-324	31	523	31	527	0.7002012072434608	0.7002012072434608	725.317	725.317	1	1
OLB69776.1	719	ref|WP_103712296.1|	alkaline phosphatase [Methylobacterium sp. V23] 	WP_103712296	528	0.9791666666666666	0.0	0.0	4.9E-324	7	523	9	525	0.6705202312138728	0.6705202312138728	724.546	724.546	1	1
OLB69776.1	719	ref|WP_147842280.1|	alkaline phosphatase [Methylobacterium sp. WL6] 	WP_147842280	523	0.9923518164435946	0.0	0.0	4.9E-324	7	523	2	520	0.6705202312138728	0.6705202312138728	724.546	724.546	1	1
OLB69776.1	719	ref|WP_109952419.1|	alkaline phosphatase [Methylobacterium sp. 17Sr1-43] 	WP_109952419	517	0.9922630560928434	0.0	0.0	4.9E-324	6	523	4	516	0.6692307692307692	0.6692307692307692	719.924	719.924	1	1
OLB69776.1	719	ref|WP_147815043.1|	alkaline phosphatase [Methylobacterium sp. WL103] 	WP_147815043	520	0.9942307692307693	0.0	0.0	4.9E-324	13	523	1	517	0.6711798839458414	0.6711798839458414	714.531	714.531	1	1
OLB69776.1	719	ref|WP_127732314.1|	alkaline phosphatase [Methylobacterium sp. TER-1] 	WP_127732314	519	0.9942196531791907	0.0	0.0	4.9E-324	4	523	3	518	0.6685823754789272	0.6685823754789272	714.146	714.146	1	1
OLB69776.1	719	emb|VUF13097.1|	Alkaline phosphatase D [Methylobacterium dankookense]	VUF13097	516	0.9593023255813954	0.0	0.0	4.9E-324	31	523	21	515	0.694949494949495	0.694949494949495	707.597	707.597	1	1
OLB69776.1	719	ref|WP_144764911.1|	alkaline phosphatase [Methylobacterium dankookense]	WP_144764911	514	0.9630350194552529	0.0	0.0	4.9E-324	31	523	19	513	0.694949494949495	0.694949494949495	707.212	707.212	1	1
OLB69776.1	719	ref|WP_142583954.1|	alkaline phosphatase [Methylobacterium sp. SB0023/3] 	WP_142583954	516	0.9612403100775194	0.0	0.0	4.9E-324	30	523	20	515	0.6895161290322581	0.6895161290322581	704.901	704.901	1	1
OLB69776.1	719	ref|WP_066919504.1|	alkaline phosphatase, partial [Methylobacterium sp. CCH5-D2]	WP_066919504	514	0.9649805447470817	0.0	0.0	4.9E-324	30	523	18	513	0.6733870967741935	0.6733870967741935	697.967	697.967	1	1
OLB69776.1	719	ref|WP_109142011.1|	alkaline phosphatase [Bradyrhizobium sp. SUTN9-2] 	WP_109142011	513	0.9941520467836257	0.0	0.0	4.9E-324	5	525	3	512	0.6577437858508605	0.6577437858508605	697.582	697.582	1	1
OLB69776.1	719	ref|WP_057025843.1|	alkaline phosphatase [Bradyrhizobium yuanmingense] 	WP_057025843	513	0.9941520467836257	0.0	0.0	4.9E-324	5	525	3	512	0.6539196940726577	0.6539196940726577	692.189	692.189	1	1
OLB69776.1	719	ref|WP_092232658.1|	alkaline phosphatase [Bradyrhizobium sp. Gha] 	WP_092232658	515	0.996116504854369	0.0	0.0	4.9E-324	4	525	2	514	0.6469465648854962	0.6469465648854962	691.419	691.419	1	1
OLB69776.1	719	ref|WP_008136750.1|	alkaline phosphatase [Bradyrhizobium sp. YR681] 	WP_008136750	527	0.967741935483871	0.0	0.0	4.9E-324	5	525	17	526	0.6596558317399618	0.6596558317399618	690.649	690.649	1	1
OLB69776.1	719	ref|WP_068014791.1|	alkaline phosphatase [Rhodoplanes sp. Z2-YC6860] 	WP_068014791	525	0.9466666666666667	0.0	0.0	4.9E-324	16	526	18	514	0.6536964980544747	0.6536964980544747	689.878	689.878	1	1
OLB69776.1	719	emb|CUU14416.1|	secreted alkaline phosphatase CDS [Bradyrhizobium sp.]	CUU14416	527	0.967741935483871	0.0	0.0	4.9E-324	5	525	17	526	0.6577437858508605	0.6577437858508605	689.108	689.108	1	1
OLB69776.1	719	ref|WP_128265825.1|	alkaline phosphatase [Bradyrhizobium yuanmingense] 	WP_128265825	513	0.9941520467836257	0.0	0.0	4.9E-324	5	525	3	512	0.655831739961759	0.655831739961759	689.108	689.108	1	1
OLB69776.1	719	ref|WP_135213904.1|	alkaline phosphatase [Bradyrhizobium sp. MOS001] 	WP_135213904	527	0.967741935483871	0.0	0.0	4.9E-324	5	525	17	526	0.6577437858508605	0.6577437858508605	688.723	688.723	1	1
OLB69776.1	719	ref|WP_094184252.1|	alkaline phosphatase [Bradyrhizobium japonicum]	WP_094184252	527	0.967741935483871	0.0	0.0	4.9E-324	5	525	17	526	0.655831739961759	0.655831739961759	688.337	688.337	1	1
OLB69776.1	719	ref|WP_063985982.1|	alkaline phosphatase [Bradyrhizobium sp.]	WP_063985982	513	0.9941520467836257	0.0	0.0	4.9E-324	5	525	3	512	0.6577437858508605	0.6577437858508605	688.337	688.337	1	1
OLB69776.1	719	ref|WP_157285092.1|	alkaline phosphatase [Bradyrhizobium yuanmingense] 	WP_157285092	513	0.9941520467836257	0.0	0.0	4.9E-324	5	525	3	512	0.655831739961759	0.655831739961759	688.337	688.337	1	1
OLB69776.1	719	ref|WP_025033146.1|	alkaline phosphatase [Bradyrhizobium sp. DOA9] 	WP_025033146	513	0.9922027290448343	0.0	0.0	4.9E-324	5	524	3	511	0.657088122605364	0.657088122605364	687.952	687.952	1	1
OLB69776.1	719	ref|WP_092189419.1|	alkaline phosphatase [Bradyrhizobium sp. cf659] 	WP_092189419	527	0.969639468690702	0.0	0.0	4.9E-324	4	525	16	526	0.6564885496183206	0.6564885496183206	687.952	687.952	1	1
OLB69776.1	719	ref|WP_094975904.1|	alkaline phosphatase [Bradyrhizobium symbiodeficiens] 	WP_094975904	513	0.9922027290448343	0.0	0.0	4.9E-324	5	524	3	511	0.6609195402298851	0.6609195402298851	687.567	687.567	1	1
OLB69776.1	719	ref|WP_074447590.1|	alkaline phosphatase [Bradyrhizobium yuanmingense] 	WP_074447590	513	0.9941520467836257	0.0	0.0	4.9E-324	5	525	3	512	0.6500956022944551	0.6500956022944551	687.182	687.182	1	1
OLB69776.1	719	gb|OSJ28387.1|	alkaline phosphatase [Bradyrhizobium japonicum]	OSJ28387	513	0.9941520467836257	0.0	0.0	4.9E-324	5	525	3	512	0.655831739961759	0.655831739961759	687.182	687.182	1	1
OLB69776.1	719	ref|WP_140481844.1|	alkaline phosphatase [Bradyrhizobium symbiodeficiens] 	WP_140481844	513	0.9922027290448343	0.0	0.0	4.9E-324	5	524	3	511	0.6609195402298851	0.6609195402298851	687.182	687.182	1	1
OLB69776.1	719	ref|WP_036024190.1|	alkaline phosphatase [Bradyrhizobium yuanmingense]	WP_036024190	513	0.9941520467836257	0.0	0.0	4.9E-324	5	525	3	512	0.6500956022944551	0.6500956022944551	686.797	686.797	1	1
OLB69776.1	719	ref|WP_085965236.1|	alkaline phosphatase [Bradyrhizobium japonicum]	WP_085965236	527	0.969639468690702	0.0	0.0	4.9E-324	5	526	17	527	0.6564885496183206	0.6564885496183206	686.797	686.797	1	1
OLB69776.1	719	ref|WP_129145045.1|	alkaline phosphatase [Bradyrhizobium vignae] 	WP_129145045	513	0.9922027290448343	0.0	0.0	4.9E-324	5	524	3	511	0.6628352490421456	0.6628352490421456	686.797	686.797	1	1
OLB69776.1	719	ref|WP_148312373.1|	alkaline phosphatase [Bradyrhizobium japonicum] 	WP_148312373	527	0.9715370018975332	0.0	0.0	4.9E-324	2	524	14	525	0.6552380952380953	0.6552380952380953	686.411	686.411	1	1
OLB69776.1	719	ref|WP_027533236.1|	alkaline phosphatase [Bradyrhizobium sp. WSM3983]	WP_027533236	515	0.996116504854369	0.0	0.0	4.9E-324	4	525	2	514	0.6450381679389313	0.6450381679389313	686.411	686.411	1	1
OLB69776.1	719	ref|WP_092140594.1|	alkaline phosphatase [Bradyrhizobium sp. NFR13] 	WP_092140594	522	0.9808429118773946	0.0	0.0	4.9E-324	7	525	10	521	0.6475095785440613	0.6475095785440613	686.411	686.411	1	1
OLB69776.1	719	ref|WP_061023812.1|	alkaline phosphatase [Bradyrhizobium sp. CCH5-F6]	WP_061023812	513	0.9922027290448343	0.0	0.0	4.9E-324	5	524	3	511	0.6513409961685823	0.6513409961685823	685.641	685.641	1	1
OLB69776.1	719	ref|WP_155794789.1|	alkaline phosphatase [Bradyrhizobium japonicum]	WP_155794789	527	0.969639468690702	0.0	0.0	4.9E-324	5	526	17	527	0.6526717557251909	0.6526717557251909	685.641	685.641	1	1
OLB69776.1	719	ref|WP_120287799.1|	alkaline phosphatase [Tardiphaga sp. YR296] 	WP_120287799	517	0.9903288201160542	0.0	0.0	4.9E-324	7	525	5	516	0.6475095785440613	0.6475095785440613	685.256	685.256	1	1
OLB69776.1	719	ref|WP_115031874.1|	alkaline phosphatase [Tardiphaga sp. CF115] 	WP_115031874	522	0.9808429118773946	0.0	0.0	4.9E-324	7	525	10	521	0.6455938697318008	0.6455938697318008	685.256	685.256	1	1
OLB69776.1	719	ref|WP_148775565.1|	alkaline phosphatase [Bradyrhizobium rifense] 	WP_148775565	515	0.996116504854369	0.0	0.0	4.9E-324	4	525	2	514	0.6450381679389313	0.6450381679389313	685.256	685.256	1	1
OLB69776.1	719	ref|WP_084301965.1|	alkaline phosphatase [Bradyrhizobium sp. WSM2254]	WP_084301965	527	0.967741935483871	0.0	0.0	4.9E-324	5	525	17	526	0.6539196940726577	0.6539196940726577	685.256	685.256	1	1
OLB69776.1	719	ref|WP_155256055.1|	alkaline phosphatase [Bradyrhizobium japonicum]	WP_155256055	527	0.967741935483871	0.0	0.0	4.9E-324	5	525	17	526	0.6539196940726577	0.6539196940726577	684.871	684.871	1	1
plot1_0000317147_2	526	gb|TMJ89775.1|	alkaline phosphatase [Alphaproteobacteria bacterium]	TMJ89775	524	1.0	0.0	0.0	4.9E-324	3	526	1	524	0.9599236641221374	0.9599236641221374	1045.42	1045.42	1	1
plot1_0000317147_2	526	gb|TMK14643.1|	alkaline phosphatase [Alphaproteobacteria bacterium]	TMK14643	524	1.0	0.0	0.0	4.9E-324	1	526	1	524	0.903041825095057	0.903041825095057	967.607	967.607	1	1
plot1_0000317147_2	526	gb|OLB69776.1|	alkaline phosphatase [Alphaproteobacteria bacterium 13_2_20CM_2_64_7]	OLB69776	719	0.9980988593155894	0.0	0.0	4.9E-324	1	525	1	525	0.8952380952380953	0.8952380952380953	960.288	960.288	1	1
plot1_0000317147_2	526	gb|TMJ97348.1|	alkaline phosphatase [Alphaproteobacteria bacterium]	TMJ97348	524	1.0	0.0	0.0	4.9E-324	3	526	1	524	0.8473282442748091	0.8473282442748091	913.679	913.679	1	1
plot1_0000317147_2	526	gb|PWT86525.1|	alkaline phosphatase [Blastocatellia bacterium]	PWT86525	527	0.9905123339658444	0.0	0.0	4.9E-324	5	523	3	524	0.7816091954022989	0.7816091954022989	867.84	867.84	1	1
plot1_0000317147_2	526	gb|OJX99630.1|	alkaline phosphatase [Rhizobiales bacterium 62-17]	OJX99630	530	0.9923954372623575	0.0	0.0	4.9E-324	3	524	4	528	0.7657142857142857	0.7657142857142857	847.04	847.04	1	1
plot1_0000317147_2	526	ref|WP_090707044.1|	alkaline phosphatase [Beijerinckia sp. 28-YEA-48] 	WP_090707044	530	0.9866920152091255	0.0	0.0	4.9E-324	6	524	7	528	0.7375478927203065	0.7375478927203065	818.15	818.15	1	1
plot1_0000317147_2	526	gb|OJX99631.1|	alkaline phosphatase [Rhizobiales bacterium 62-17]	OJX99631	530	0.9885931558935361	0.0	0.0	4.9E-324	5	524	6	528	0.722753346080306	0.722753346080306	802.357	802.357	1	1
plot1_0000317147_2	526	ref|WP_068023971.1|	alkaline phosphatase [Rhodoplanes sp. Z2-YC6860] 	WP_068023971	528	0.9828897338403042	0.0	0.0	4.9E-324	10	526	11	528	0.7351247600767754	0.7351247600767754	801.201	801.201	1	1
plot1_0000317147_2	526	ref|WP_115692902.1|	alkaline phosphatase [Pseudolabrys taiwanensis] 	WP_115692902	528	0.990530303030303	0.0	0.0	4.9E-324	8	526	6	528	0.7304015296367112	0.7304015296367112	792.341	792.341	1	1
plot1_0000317147_2	526	ref|WP_056913135.1|	alkaline phosphatase [Pseudolabrys sp. Root1462] 	WP_056913135	530	0.9490566037735849	0.0	0.0	4.9E-324	28	526	28	530	0.7395626242544732	0.7395626242544732	777.319	777.319	1	1
plot1_0000317147_2	526	ref|WP_010684945.1|	alkaline phosphatase [Methylobacterium mesophilicum] 	WP_010684945	523	0.988527724665392	0.0	0.0	4.9E-324	8	523	4	520	0.694980694980695	0.694980694980695	766.918	766.918	1	1
