Query_def	Query_len	Subject_id	Subject_def	Subject_accession	Subject_Len	WeightCoverage	Subject_Min_evalue	Subject_Mean_evalue	Subject_Max_evalue	Query_Start	Query_End	Subject_Start	Subject_End	Min_Identity	Max_Identity	Min_BitScore	Max_BitScore	Query_NonOverlapped_Hsp_Num	Subject_NonOverlapped_Hsp_Num
ANZ14298.1	614	ref|WP_086715900.1|	alkaline phosphatase family protein [Streptomyces angustmyceticus] 	WP_086715900	613	1.0	0.0	0.0	4.9E-324	1	614	1	613	0.7964169381107492	0.7964169381107492	991.49	991.49	1	1
ANZ14298.1	614	ref|WP_030804226.1|	alkaline phosphatase family protein [Streptomyces sp. NRRL S-337]	WP_030804226	612	0.998371335504886	0.0	0.0	4.9E-324	1	613	1	611	0.800978792822186	0.800978792822186	989.949	989.949	1	1
ANZ14298.1	614	gb|EJJ03961.1|	phosphoesterase [Streptomyces auratus AGR0001]	EJJ03961	565	0.9964601769911504	0.0	0.0	4.9E-324	51	613	1	563	0.8241563055062167	0.8241563055062167	989.178	989.178	1	1
ANZ14298.1	614	ref|WP_106974808.1|	alkaline phosphatase family protein [Streptomyces lydicus]	WP_106974808	605	0.996694214876033	0.0	0.0	4.9E-324	10	612	1	603	0.8374792703150912	0.8374792703150912	986.482	986.482	1	1
ANZ14298.1	614	ref|WP_099055421.1|	alkaline phosphatase family protein [Streptomyces lydicus]	WP_099055421	605	0.943801652892562	0.0	0.0	4.9E-324	42	612	33	603	0.8581436077057794	0.8581436077057794	984.941	984.941	1	1
ANZ14298.1	614	ref|WP_030412678.1|	alkaline phosphatase family protein [Streptomyces sp. NRRL S-1448]	WP_030412678	612	0.998371335504886	0.0	0.0	4.9E-324	1	613	1	611	0.797716150081566	0.797716150081566	984.171	984.171	1	1
ANZ14298.1	614	ref|WP_069776808.1|	alkaline phosphatase family protein [Streptomyces puniciscabiei] 	WP_069776808	609	0.9983579638752053	0.0	0.0	4.9E-324	1	610	1	608	0.7610474631751227	0.7610474631751227	974.156	974.156	1	1
ANZ14298.1	614	ref|WP_107309154.1|	alkaline phosphatase family protein [Streptomyces sp. TP-A0356]	WP_107309154	605	0.996694214876033	0.0	0.0	4.9E-324	10	612	1	603	0.7775947281713345	0.7775947281713345	969.148	969.148	1	1
ANZ14298.1	614	dbj|GFE07912.1|	phospholipase C [Streptomyces caniferus]	GFE07912	614	0.993485342019544	0.0	0.0	4.9E-324	1	610	1	609	0.7901639344262295	0.7901639344262295	964.526	964.526	1	1
ANZ14298.1	614	ref|WP_083103670.1|	alkaline phosphatase family protein [Streptomyces gilvosporeus] 	WP_083103670	620	0.9853420195439739	0.0	0.0	4.9E-324	1	605	1	610	0.7598039215686274	0.7598039215686274	962.6	962.6	1	1
ANZ14298.1	614	ref|WP_115976836.1|	alkaline phosphatase family protein [Streptomyces sp. 3212.3]	WP_115976836	617	1.0	0.0	0.0	4.9E-324	1	613	1	617	0.7548387096774194	0.7548387096774194	961.444	961.444	1	1
ANZ14298.1	614	ref|WP_059127900.1|	alkaline phosphatase family protein [Streptomyces sp. NRRL F-5122] 	WP_059127900	617	1.0	0.0	0.0	4.9E-324	1	613	1	617	0.7564516129032258	0.7564516129032258	961.059	961.059	1	1
ANZ14298.1	614	ref|WP_103845088.1|	alkaline phosphatase family protein [Streptomyces sp. Ru72] 	WP_103845088	605	0.9520661157024793	0.0	0.0	4.9E-324	38	613	30	605	0.8006932409012132	0.8006932409012132	958.748	958.748	1	1
ANZ14298.1	614	ref|WP_037870844.1|	alkaline phosphatase family protein [Streptomyces sp. NRRL S-813]	WP_037870844	614	1.0	0.0	0.0	4.9E-324	1	614	1	614	0.7467532467532467	0.7467532467532467	955.666	955.666	1	1
ANZ14298.1	614	gb|REE65116.1|	phospholipase C [Streptomyces sp. 3212.3]	REE65116	608	0.9671052631578947	0.0	0.0	4.9E-324	30	613	21	608	0.766497461928934	0.766497461928934	954.896	954.896	1	1
ANZ14298.1	614	ref|WP_044366368.1|	alkaline phosphatase family protein [Streptomyces natalensis] 	WP_044366368	620	0.9218241042345277	0.0	0.0	4.9E-324	40	605	45	610	0.7904929577464789	0.7904929577464789	953.355	953.355	1	1
ANZ14298.1	614	ref|WP_145486780.1|	MULTISPECIES: alkaline phosphatase family protein [Streptomyces]	WP_145486780	607	0.9983525535420099	0.0	0.0	4.9E-324	1	610	1	606	0.7450980392156863	0.7450980392156863	949.118	949.118	1	1
ANZ14298.1	614	ref|WP_074990644.1|	alkaline phosphatase family protein [Streptomyces misionensis]	WP_074990644	608	0.9983552631578947	0.0	0.0	4.9E-324	1	610	1	607	0.742671009771987	0.742671009771987	947.192	947.192	1	1
ANZ14298.1	614	ref|WP_132852178.1|	alkaline phosphatase family protein [Streptomyces sp. BK308] 	WP_132852178	614	0.995114006514658	0.0	0.0	4.9E-324	1	610	1	611	0.7418300653594772	0.7418300653594772	947.192	947.192	1	1
ANZ14298.1	614	ref|WP_133049152.1|	alkaline phosphatase family protein [Streptomyces sp. BK335] 	WP_133049152	610	1.0	0.0	0.0	4.9E-324	1	613	1	610	0.7317073170731707	0.7317073170731707	945.651	945.651	1	1
ANZ14298.1	614	gb|KDN79395.1|	phospholipase C [Streptomyces olindensis]	KDN79395	615	1.0	0.0	0.0	4.9E-324	1	614	1	615	0.7532467532467533	0.7532467532467533	944.88	944.88	1	1
ANZ14298.1	614	ref|WP_046423759.1|	alkaline phosphatase family protein [Streptomyces malaysiense] 	WP_046423759	607	0.9983525535420099	0.0	0.0	4.9E-324	1	610	1	606	0.7369281045751634	0.7369281045751634	943.725	943.725	1	1
ANZ14298.1	614	gb|AMW13813.1|	phospholipase [Streptomyces qaidamensis]	AMW13813	615	1.0	0.0	0.0	4.9E-324	1	614	1	615	0.7418831168831169	0.7418831168831169	939.102	939.102	1	1
ANZ14298.1	614	emb|SEB94293.1|	phospholipase C [Streptomyces misionensis]	SEB94293	599	0.998330550918197	0.0	0.0	4.9E-324	10	610	1	598	0.7471074380165289	0.7471074380165289	938.332	938.332	1	1
ANZ14298.1	614	ref|WP_125498271.1|	alkaline phosphatase family protein [Streptomyces sp. WAC00469] 	WP_125498271	613	0.9918433931484503	0.0	0.0	4.9E-324	1	608	1	608	0.7520525451559934	0.7520525451559934	937.176	937.176	1	1
ANZ14298.1	614	ref|WP_093680304.1|	MULTISPECIES: alkaline phosphatase family protein [unclassified Streptomyces]	WP_093680304	606	0.9983498349834984	0.0	0.0	4.9E-324	1	610	1	605	0.7287581699346405	0.7287581699346405	936.791	936.791	1	1
ANZ14298.1	614	gb|OIK00466.1|	phospholipase [Streptomyces sp. MUSC 14]	OIK00466	608	0.9983552631578947	0.0	0.0	4.9E-324	1	610	1	607	0.7418300653594772	0.7418300653594772	936.406	936.406	1	1
ANZ14298.1	614	ref|WP_125213359.1|	alkaline phosphatase family protein [Streptomyces griseofuscus] 	WP_125213359	606	0.9983498349834984	0.0	0.0	4.9E-324	1	610	1	605	0.7287581699346405	0.7287581699346405	936.021	936.021	1	1
ANZ14298.1	614	ref|WP_107308534.1|	alkaline phosphatase family protein [Streptomyces qaidamensis]	WP_107308534	606	1.0	0.0	0.0	4.9E-324	10	614	1	606	0.7495881383855024	0.7495881383855024	935.25	935.25	1	1
ANZ14298.1	614	ref|WP_129310810.1|	alkaline phosphatase family protein [Streptomyces sp. L2]	WP_129310810	617	1.0	0.0	0.0	4.9E-324	1	613	1	617	0.7524271844660194	0.7524271844660194	935.25	935.25	1	1
ANZ14298.1	614	ref|WP_085563424.1|	alkaline phosphatase family protein [Streptomyces griseofuscus] 	WP_085563424	607	0.9983525535420099	0.0	0.0	4.9E-324	1	610	1	606	0.7287581699346405	0.7287581699346405	935.25	935.25	1	1
ANZ14298.1	614	ref|WP_128788449.1|	alkaline phosphatase family protein [Streptomyces sp. endophyte_N2]	WP_128788449	607	0.9983525535420099	0.0	0.0	4.9E-324	1	610	1	606	0.7287581699346405	0.7287581699346405	934.865	934.865	1	1
ANZ14298.1	614	ref|WP_071381436.1|	alkaline phosphatase family protein [Streptomyces sp. MUSC 1] 	WP_071381436	608	0.9983552631578947	0.0	0.0	4.9E-324	1	610	1	607	0.7401960784313726	0.7401960784313726	934.865	934.865	1	1
ANZ14298.1	614	ref|WP_136099665.1|	alkaline phosphatase family protein [Streptomyces sp. S816]	WP_136099665	606	0.9983498349834984	0.0	0.0	4.9E-324	1	610	1	605	0.7287581699346405	0.7287581699346405	934.865	934.865	1	1
ANZ14298.1	614	ref|WP_031168597.1|	alkaline phosphatase family protein [Streptomyces durhamensis]	WP_031168597	611	0.9934533551554828	0.0	0.0	4.9E-324	1	609	1	607	0.7450980392156863	0.7450980392156863	934.48	934.48	1	1
ANZ14298.1	614	ref|WP_125211877.1|	alkaline phosphatase family protein [Streptomyces griseofuscus] 	WP_125211877	606	0.9983498349834984	0.0	0.0	4.9E-324	1	610	1	605	0.7271241830065359	0.7271241830065359	934.48	934.48	1	1
ANZ14298.1	614	ref|WP_067117413.1|	alkaline phosphatase family protein [Streptomyces yokosukanensis] 	WP_067117413	607	0.9983525535420099	0.0	0.0	4.9E-324	1	610	1	606	0.7369281045751634	0.7369281045751634	933.71	933.71	1	1
ANZ14298.1	614	ref|WP_086728543.1|	alkaline phosphatase family protein [Streptomyces carpinensis]	WP_086728543	614	0.99185667752443	0.0	0.0	4.9E-324	1	608	1	609	0.7397708674304418	0.7397708674304418	932.939	932.939	1	1
ANZ14298.1	614	ref|WP_066994399.1|	alkaline phosphatase family protein [Streptomyces cellostaticus] 	WP_066994399	605	0.996694214876033	0.0	0.0	4.9E-324	1	609	1	603	0.7459016393442623	0.7459016393442623	932.554	932.554	1	1
ANZ14298.1	614	gb|QHA08659.1|	phospholipase [Streptomyces sp. T44]	QHA08659	611	0.9983633387888707	0.0	0.0	4.9E-324	1	610	1	610	0.7418300653594772	0.7418300653594772	932.169	932.169	1	1
ANZ14298.1	614	ref|WP_086811000.1|	alkaline phosphatase family protein [Streptomyces murinus]	WP_086811000	607	0.9983525535420099	0.0	0.0	4.9E-324	1	610	1	606	0.7271241830065359	0.7271241830065359	931.784	931.784	1	1
ANZ14298.1	614	ref|WP_070024923.1|	alkaline phosphatase family protein [Streptomyces sp. F-1]	WP_070024923	608	0.9983552631578947	0.0	0.0	4.9E-324	1	610	1	607	0.739413680781759	0.739413680781759	931.398	931.398	1	1
ANZ14298.1	614	ref|WP_037653933.1|	MULTISPECIES: alkaline phosphatase family protein [Streptomyces]	WP_037653933	606	0.9983498349834984	0.0	0.0	4.9E-324	1	610	1	605	0.7238562091503268	0.7238562091503268	931.013	931.013	1	1
ANZ14298.1	614	ref|WP_145884307.1|	alkaline phosphatase family protein [Streptomyces sp. BK340] 	WP_145884307	605	0.9983471074380166	0.0	0.0	4.9E-324	1	610	1	604	0.7381342062193126	0.7381342062193126	929.472	929.472	1	1
ANZ14298.1	614	ref|WP_030179510.1|	alkaline phosphatase family protein [Streptomyces sp. NRRL S-813]	WP_030179510	614	0.996742671009772	0.0	0.0	4.9E-324	1	612	1	612	0.734094616639478	0.734094616639478	928.702	928.702	1	1
ANZ14298.1	614	emb|SCF74663.1|	phospholipase C [Streptomyces sp. LamerLS-31b] 	SCF74663	597	0.998324958123953	0.0	0.0	4.9E-324	10	610	1	596	0.7330016583747927	0.7330016583747927	928.702	928.702	1	1
ANZ14298.1	614	ref|WP_067044735.1|	alkaline phosphatase family protein [Streptomyces sp. FXJ1.172] 	WP_067044735	608	0.9983552631578947	0.0	0.0	4.9E-324	1	610	1	607	0.7369281045751634	0.7369281045751634	927.932	927.932	1	1
ANZ14298.1	614	ref|WP_055709373.1|	alkaline phosphatase family protein [Streptomyces puniciscabiei]	WP_055709373	613	0.99836867862969	0.0	0.0	4.9E-324	1	610	1	612	0.7422512234910277	0.7422512234910277	927.932	927.932	1	1
ANZ14298.1	614	gb|TQK79805.1|	phospholipase C [Streptomyces puniciscabiei]	TQK79805	604	0.9437086092715232	0.0	0.0	4.9E-324	41	610	34	603	0.7653239929947461	0.7653239929947461	927.161	927.161	1	1
ANZ14298.1	614	ref|WP_121023627.1|	alkaline phosphatase family protein [Streptomyces sp. 3212.4] 	WP_121023627	609	0.9967159277504105	0.0	0.0	4.9E-324	1	609	1	607	0.7483660130718954	0.7483660130718954	927.161	927.161	1	1
ANZ14298.1	614	ref|WP_086729221.1|	alkaline phosphatase family protein [Streptomyces carpinensis]	WP_086729221	602	1.0	0.0	0.0	4.9E-324	10	614	1	602	0.7322314049586777	0.7322314049586777	927.161	927.161	1	1
ANZ14298.1	614	ref|WP_107486007.1|	alkaline phosphatase family protein [Streptomyces sp. MUSC 14]	WP_107486007	599	0.998330550918197	0.0	0.0	4.9E-324	10	610	1	598	0.746268656716418	0.746268656716418	927.161	927.161	1	1
ANZ14298.1	614	gb|TGZ15457.1|	phospholipase C [Streptomyces sp. S816]	TGZ15457	597	0.998324958123953	0.0	0.0	4.9E-324	10	610	1	596	0.7330016583747927	0.7330016583747927	926.776	926.776	1	1
ANZ14298.1	614	ref|WP_146464079.1|	alkaline phosphatase family protein [Streptomyces misionensis] 	WP_146464079	608	0.9983552631578947	0.0	0.0	4.9E-324	1	610	1	607	0.7389885807504079	0.7389885807504079	926.391	926.391	1	1
ANZ14298.1	614	gb|AKJ08870.1|	phospholipase C [Streptomyces incarnatus]	AKJ08870	613	0.99836867862969	0.0	0.0	4.9E-324	1	610	1	612	0.7406199021207178	0.7406199021207178	926.006	926.006	1	1
ANZ14298.1	614	ref|WP_116143365.1|	MULTISPECIES: alkaline phosphatase family protein [unclassified Streptomyces] 	WP_116143365	609	0.9967159277504105	0.0	0.0	4.9E-324	1	609	1	607	0.7450980392156863	0.7450980392156863	925.62	925.62	1	1
ANZ14298.1	614	ref|WP_153537360.1|	phospholipase [Streptomyces sp. RB17]	WP_153537360	613	0.99836867862969	0.0	0.0	4.9E-324	1	610	1	612	0.7357259380097879	0.7357259380097879	925.235	925.235	1	1
ANZ14298.1	614	gb|MQY34354.1|	Phospholipase C 1 [Streptomyces sp. RB17]	MQY34354	604	0.9437086092715232	0.0	0.0	4.9E-324	41	610	34	603	0.7583187390542907	0.7583187390542907	924.465	924.465	1	1
ANZ14298.1	614	ref|WP_053667439.1|	alkaline phosphatase family protein [Streptomyces sp. MMG1121] 	WP_053667439	609	0.9983579638752053	0.0	0.0	4.9E-324	1	610	1	608	0.7357259380097879	0.7357259380097879	923.309	923.309	1	1
ANZ14298.1	614	emb|SFY52983.1|	Phospholipase C 2 [Streptomyces sp. F-1]	SFY52983	599	0.998330550918197	0.0	0.0	4.9E-324	10	610	1	598	0.743801652892562	0.743801652892562	923.309	923.309	1	1
ANZ14298.1	614	dbj|BBC98127.1|	phospholipase C [Streptomyces rochei]	BBC98127	597	0.998324958123953	0.0	0.0	4.9E-324	10	610	1	596	0.7280265339966833	0.7280265339966833	922.924	922.924	1	1
ANZ14298.1	614	ref|WP_094219737.1|	alkaline phosphatase family protein [Streptomyces diastatochromogenes] 	WP_094219737	605	0.996694214876033	0.0	0.0	4.9E-324	1	609	1	603	0.740983606557377	0.740983606557377	921.768	921.768	1	1
ANZ14298.1	614	ref|WP_121893333.1|	alkaline phosphatase family protein [Streptomyces shenzhenensis] 	WP_121893333	615	0.9934959349593496	0.0	0.0	4.9E-324	1	609	1	611	0.7336601307189542	0.7336601307189542	920.998	920.998	1	1
ANZ14298.1	614	ref|WP_101375497.1|	alkaline phosphatase family protein [Streptomyces sp. 59] 	WP_101375497	605	0.996694214876033	0.0	0.0	4.9E-324	1	609	1	603	0.739344262295082	0.739344262295082	919.072	919.072	1	1
ANZ14298.1	614	ref|WP_067305609.1|	alkaline phosphatase family protein [Streptomyces griseochromogenes] 	WP_067305609	609	0.9967159277504105	0.0	0.0	4.9E-324	1	609	1	607	0.7434640522875817	0.7434640522875817	919.072	919.072	1	1
ANZ14298.1	614	ref|WP_097258122.1|	alkaline phosphatase family protein [Streptomyces sp. Ag109_G2-15] 	WP_097258122	605	0.996694214876033	0.0	0.0	4.9E-324	1	609	1	603	0.7377049180327869	0.7377049180327869	918.687	918.687	1	1
ANZ14298.1	614	ref|WP_031223928.1|	alkaline phosphatase family protein [Streptomyces roseochromogenus]	WP_031223928	609	0.9983579638752053	0.0	0.0	4.9E-324	1	610	1	608	0.7357259380097879	0.7357259380097879	915.99	915.99	1	1
ANZ14298.1	614	ref|WP_101419182.1|	alkaline phosphatase family protein [Streptomyces sp. 73] 	WP_101419182	605	0.996694214876033	0.0	0.0	4.9E-324	1	609	1	603	0.7360655737704918	0.7360655737704918	915.99	915.99	1	1
ANZ14298.1	614	ref|WP_111582750.1|	alkaline phosphatase family protein [Streptomyces sp. PsTaAH-130]	WP_111582750	607	0.9983525535420099	0.0	0.0	4.9E-324	1	610	1	606	0.7271241830065359	0.7271241830065359	915.605	915.605	1	1
ANZ14298.1	614	ref|WP_116128326.1|	alkaline phosphatase family protein [Streptomyces sp. Ag82_O1-9] 	WP_116128326	605	0.996694214876033	0.0	0.0	4.9E-324	1	609	1	603	0.7360655737704918	0.7360655737704918	915.605	915.605	1	1
ANZ14298.1	614	gb|EST36156.1|	hypothetical protein M878_03370 [Streptomyces roseochromogenus subsp. oscitans DS 12.976]	EST36156	600	0.9433333333333334	0.0	0.0	4.9E-324	41	610	34	599	0.7583187390542907	0.7583187390542907	914.835	914.835	1	1
ANZ14298.1	614	ref|WP_037855130.1|	alkaline phosphatase family protein [Streptomyces sp. NRRL S-340]	WP_037855130	615	0.9381107491856677	0.0	0.0	4.9E-324	1	576	1	576	0.75736568457539	0.75736568457539	913.679	913.679	1	1
ANZ14298.1	614	ref|WP_043446701.1|	alkaline phosphatase family protein [Streptomyces nodosus] 	WP_043446701	615	0.9283387622149837	0.0	0.0	4.9E-324	44	613	46	615	0.7653239929947461	0.7653239929947461	913.294	913.294	1	1
ANZ14298.1	614	ref|WP_039652300.1|	MULTISPECIES: alkaline phosphatase family protein [Streptomyces] 	WP_039652300	609	0.9967159277504105	0.0	0.0	4.9E-324	1	609	1	607	0.7352941176470589	0.7352941176470589	913.294	913.294	1	1
ANZ14298.1	614	ref|WP_153815373.1|	phospholipase [Streptomyces sp. SUK 48]	WP_153815373	607	0.9983525535420099	0.0	0.0	4.9E-324	1	610	1	606	0.7254901960784313	0.7254901960784313	912.909	912.909	1	1
ANZ14298.1	614	ref|WP_148025772.1|	alkaline phosphatase family protein [Streptomyces lavendulae] 	WP_148025772	607	0.9983525535420099	0.0	0.0	4.9E-324	1	610	1	606	0.7238562091503268	0.7238562091503268	910.983	910.983	1	1
ANZ14298.1	614	ref|WP_019983617.1|	alkaline phosphatase family protein [Streptomyces sp. Amel2xE9]	WP_019983617	608	0.9572368421052632	0.0	0.0	4.9E-324	1	587	1	582	0.7342419080068143	0.7342419080068143	910.212	910.212	1	1
ANZ14298.1	614	ref|WP_076082929.1|	alkaline phosphatase family protein [Streptomyces sp. IMTB 2501] 	WP_076082929	609	0.9983579638752053	0.0	0.0	4.9E-324	1	610	1	608	0.7292006525285482	0.7292006525285482	908.672	908.672	1	1
ANZ14298.1	614	gb|EFF88427.1|	phosphoesterase, partial [Streptomyces sp. e14]	EFF88427	581	0.9948364888123924	0.0	0.0	4.9E-324	9	591	2	579	0.7358490566037735	0.7358490566037735	907.516	907.516	1	1
AOJ81099.1	527	ref|WP_059641681.1|	acid phosphatase [Burkholderia sp. MSMB0852] 	WP_059641681	527	1.0	0.0	0.0	4.9E-324	1	527	1	527	1.0	1.0	1074.31	1074.31	1	1
AOJ81099.1	527	ref|WP_059671127.1|	MULTISPECIES: acid phosphatase [pseudomallei group] 	WP_059671127	527	1.0	0.0	0.0	4.9E-324	1	527	1	527	0.9981024667931688	0.9981024667931688	1073.15	1073.15	1	1
AOJ81099.1	527	ref|WP_038751342.1|	MULTISPECIES: acid phosphatase [Burkholderia] 	WP_038751342	527	1.0	0.0	0.0	4.9E-324	1	527	1	527	0.9962049335863378	0.9962049335863378	1071.61	1071.61	1	1
AOJ81099.1	527	ref|WP_060820850.1|	acid phosphatase [Burkholderia sp. BDU19] 	WP_060820850	527	1.0	0.0	0.0	4.9E-324	1	527	1	527	0.9943074003795066	0.9943074003795066	1069.69	1069.69	1	1
AOJ81099.1	527	ref|WP_059929368.1|	MULTISPECIES: acid phosphatase [pseudomallei group] 	WP_059929368	527	1.0	0.0	0.0	4.9E-324	1	527	1	527	0.9620493358633776	0.9620493358633776	1045.8	1045.8	1	1
AOJ81099.1	527	ref|WP_006026441.1|	MULTISPECIES: acid phosphatase [Burkholderia] 	WP_006026441	527	1.0	0.0	0.0	4.9E-324	1	527	1	527	0.9582542694497154	0.9582542694497154	1044.65	1044.65	1	1
AOJ81099.1	527	ref|WP_015602321.1|	MULTISPECIES: acid phosphatase [pseudomallei group] 	WP_015602321	527	1.0	0.0	0.0	4.9E-324	1	527	1	527	0.9582542694497154	0.9582542694497154	1043.49	1043.49	1	1
AOJ81099.1	527	ref|WP_108033999.1|	acid phosphatase [Burkholderia sp. BDU6]	WP_108033999	553	1.0	0.0	0.0	4.9E-324	1	527	27	553	0.9468690702087287	0.9468690702087287	1032.32	1032.32	1	1
AOJ81099.1	527	ref|WP_082716599.1|	acid phosphatase [Burkholderia sp. BDU5]	WP_082716599	544	1.0	0.0	0.0	4.9E-324	1	527	18	544	0.9468690702087287	0.9468690702087287	1032.32	1032.32	1	1
AOJ81099.1	527	ref|WP_082721147.1|	acid phosphatase [Burkholderia sp. ABCPW 14]	WP_082721147	539	1.0	0.0	0.0	4.9E-324	1	527	13	539	0.9468690702087287	0.9468690702087287	1031.17	1031.17	1	1
AOJ81099.1	527	gb|AOJ02181.1|	acid phosphatase [Burkholderia sp. BDU6] 	AOJ02181	527	1.0	0.0	0.0	4.9E-324	1	527	1	527	0.9468690702087287	0.9468690702087287	1031.17	1031.17	1	1
AOJ81099.1	527	gb|KVD76128.1|	acid phosphatase [Burkholderia sp. ABCPW 14]	KVD76128	527	1.0	0.0	0.0	4.9E-324	1	527	1	527	0.9468690702087287	0.9468690702087287	1030.78	1030.78	1	1
AOJ81099.1	527	ref|WP_108027045.1|	acid phosphatase [Burkholderia sp. BDU8]	WP_108027045	544	1.0	0.0	0.0	4.9E-324	1	527	18	544	0.9449715370018975	0.9449715370018975	1030.39	1030.39	1	1
